aarão,N004+Pr
palma,N101
palmo,N001
palor,N003
palpo,N001
pampa,A301
panar,V005
panca,N101
pança,N301
panda,N101D029
pando,A201
pango,N001
paola,N104+Pr
paolo,N004+Pr
papai,A001
papão,N002
papar,V005
papel,N011D147A19
papua,A301
parar,V021
parco,A201D096S55
pardo,A201D081
párea,N101
pareô,N001
páreo,N001
pária,N301
parir,V089
paris,N106+Pr
parma,N104+Pr
parra,N101
parse,A301
parta,A301
parte,N101
parto,A201
parvo,A201
pasmo,A201
passa,N101
passe,N001D026
passo,N001D026
pasta,N101D029
pasto,N001D026
patim,N008
pátio,N001
patoá,N001
patuá,N001
paula,N104+Pr
paulo,N004+Pr
pausa,N101
pauta,N101
pavão,N002D006
pavês,N016
pavio,N001
pavor,N003
payne,N306+Pr
payot,N104+Pr
peado,A201
pecar,V011
pecha,N101D029
pedal,N007
pedir,V080
pedra,N101D088
pedro,N004+Pr
pegar,V028
peito,N001D026
peixe,N001D026
pejar,V005
pelar,V020
pelve,N101
penal,A308
penar,N004
penca,N101
penha,N101
pênis,N006
penso,A201
penta,N001
pente,N001
pequi,N001
perda,N101
peres,N306+Pr
perez,N304+Pr
pérez,N304+Pr
perna,N101D029
perno,N001
perón,N306+Pr
perro,A201
perry,N004+Pr
persa,A301
perto,A301S03
perua,N101D029
pesar,N004
pesca,N101
peste,N301
petar,V005
peter,N004+Pr
petiz,A303
peúga,N101
piaba,N101
piada,N101D029
piado,N001
piaga,N001
piano,ADV
piara,N101
piauí,N004+Pr
piava,N101D029
picão,N002
picar,V011
picas,PRO07+Ind
piche,N001
picuá,N001
pidão,A220
piezo,N001
pifão,N002
pifar,V005
pífio,A201
pilão,N002
pilar,N003
píleo,N001
pilha,N101
pinar,V005
pinça,N101
píneo,A201
pinéu,N001
pinga,N101
pingo,N001
pinha,N101
pinho,N001
pinta,A101D029
pinto,A001D081
pinup,N101
piola,N101
piora,N101
pipia,N301
pipio,N001
pique,N001
piraí,N104+Pr
pirão,N002
pirar,V005
pires,A006
pirex,N004
piruá,N001
pisar,V005
pisco,A201
pista,N101D029
pitar,V005
pitéu,N001
pítia,N101
píton,N001
pitta,N306+Pr
piúva,A301
pixel,N001
pizza,N101
placa,N101
plaga,N101
plano,A201
platô,N001
plaza,N004+Pr
plebe,N101
pleno,A201S03
plexo,N001
pluma,N101
plush,N004
pobre,A301A42
poção,N302
podal,A308
podão,N002
podar,V005
poder,N003
pódio,N001
podre,A301
poejo,N001
poema,N001
poeta,A206A18
poiar,V018
poilu,N004
pojar,V005
polar,A303
polca,N101
pólen,N001
polia,N101
pólio,N402
polir,V070
polpa,N101
polvo,N001
pomar,N003
pombo,A201D081
pompa,N101
poncã,N001
pônei,N001
ponta,N101D029
ponte,N101D080
ponto,N001D026
popov,N004+Pr
porão,N002
porco,A201D096S36A41
porém,CONJ
pornô,A301
porra,N101
porre,N001
porro,N001
porró,N001
porta,N101D089
porte,N001
porto,N001D026
posar,V005
posse,N101
possi,N304+Pr
posta,N101
poste,N001
posto,A201
potin,N001
potro,N001D026
pouco,A001D133
pound,N304+Pr
pousa,N101
pouso,N001
praça,N301D042
prado,N001
praga,N101
praia,N101D002
prata,N101D029
prato,N001D083A62
praxe,N101
prazo,N001
prear,V008
prece,N101
preço,N001
prega,N101
prego,N001
prele,PREPXPRO04+Pes
prelo,N001
preso,A201
preto,A201D081S03A61
primo,A201
prior,N218
proar,V013
probo,A201
prole,N101
propp,N304+Pr
prosa,A301
prost,N304+Pr
proto,PFX
prova,N101A01
pruir,V081
prumo,N001
psoas,N006
ptose,N101
pubar,V005
púbis,N006
pudim,N008
pudor,N003
púgil,A314S73
pugna,N101
pujar,V005
pular,V005
pulga,N101
pulha,A301
pulso,N001
punga,A301
punho,N001
punir,V007
purus,N004+Pr
puxão,N002
puxar,V005
quark,N004
quaró,N001
quart,N004
quase,ADV
quati,N001
queda,N101D029
quedo,A201
quepe,N001
quibe,N001
quiçá,ADV
quicé,N101
quilo,N001D026
quimo,N001
quina,N101
quite,A301
quota,N101
rabin,N004+Pr
ração,N302
racha,N301
racle,N101
radar,N003
rádio,N301D054
rafar,V005
ráfia,N101
raiar,V005
raiom,N008
raiva,N101
rajar,V005
ralar,V005
ralho,N001
ralph,N004+Pr
ramal,N007
raman,N304+Pr
ramão,N004+Pr
ramon,N004+Pr
ramón,N004+Pr
rampa,N101
ranço,A201
rango,N001
rapar,V005
rapaz,A003D143A17
rapel,N011
rapto,A201
raque,N101
rasar,V005
rasca,A101
rasgo,N001
raspa,N101
rasto,N001
ratar,V005
ravel,N004+Pr
razão,N302
reato,N001
rebar,V005
rebôo,N001
recém,ADV
rechã,N101
récua,N101
recuo,N001
redar,V017
rédea,N101
redil,N010
redor,N003
redox,A306
refém,N307
refil,N010
regar,V009
regel,N306+Pr
reger,V036
régio,A201
régis,N004+Pr
regis,N006+Pr
regra,N101D029
régua,N101
reich,N004
reide,N001
reino,N001
relar,V005
reler,V039
reles,A306
relha,A101
relho,A001
relva,N101
remar,V005
remir,V068
renal,A308
renan,N304+Pr
renda,N101
rênio,N004
rente,A301
repor,V101
repto,N001
resma,N101
respe,N001
resto,N001D026
retal,A308
retém,A307
reter,V034
retos,N005
retro,A001
revel,A309
rever,V040
revés,N016
revir,V085
revôo,N001
rezar,V005
rezek,N306+Pr
riçar,V010
ricto,N001
rifão,N025
rifar,V005
rifle,N001
rigor,N003
rimar,V005
rinha,N101
ripar,V005
risco,N201
riste,N001
ritmo,N001
rival,A308S02
rixar,V005
rizar,V005
roçar,V010
rocar,V011
rocco,N304+Pr
rocha,N101D029
rocim,N008
rocio,N001
rodar,V005
ródio,A201
rogar,V009
roger,N004+Pr
roído,A201
rojão,N002
rojar,V005
rolar,V005
rolha,A101
romão,N004+Pr
rombo,A201
romeo,N004+Pr
romeu,N004+Pr
ronca,N101
ronco,N001
ronda,N101
rondó,N001
roney,N004+Pr
ronha,N101
roque,N001D026
rorar,V005
rosar,V005
rosca,N301D039
róseo,A201
rosim,N306+Pr
rossi,N304+Pr
rosto,N001D026
rotar,V005
rotor,N003
roubo,N001
rouco,A201
round,N004
roupa,N101D029A01
royal,N306+Pr
rubem,N004+Pr
ruben,N004+Pr
rubén,N004+Pr
rubin,N306+Pr
rublo,N001
rubor,N003
rubro,A201
ruçar,V010
ruche,N101
rudez,N103
rudge,N004+Pr
rufar,V005
rugar,V009
rúgbi,N004
rugir,N004
ruído,N001
ruína,N101
ruivo,A201D081
rumar,V005
rumba,N101
rúmen,N037
rumor,N003
rupia,N101
rúpia,N101
rural,A308
rusga,N101
russo,A201D081
saara,N004+Pr
sabão,N002D006
saber,N004
sabiá,N001
sabin,N004+Pr
sábio,A201S37A57
sabor,N003
sabra,N301
sabre,N001
sacal,A308
sacão,N002
sacar,V011
sacha,N101
saché,N001
sacho,N001
sacro,A201
sadio,A201
safar,V005
safra,N101
sagan,N306+Pr
sagaz,A303S30
sagiv,N306+Pr
sagui,N001
sagüi,N001
saída,N101
saído,A201D112
saíta,A301
saivá,N001
salaz,A303S30
saldo,N001
sales,N306+Pr
salgo,A201
salim,N304+Pr
salmo,N001
salsa,N101D029A01
salso,A201
salto,N001D026
salvo,A201
samba,N001
samir,N004+Pr
sanar,V005
sândi,N001
sanga,N101
sanha,N101
sânie,N101
santo,A201D081A55
sanyo,N304+Pr
sapar,V005
sapir,N304+Pr
saque,N001
saquê,N001
sarah,N104+Pr
sarar,V005
sarau,N001
sarça,N101
sardo,A201
sargo,N001
sarja,N101
sarna,N301
sarro,N001
saruê,A301
saúde,N101
sauiá,N001
sauim,N008
saulo,N004+Pr
sauna,N101
sauro,N001
saúva,N101
sávio,N004+Pr
saxão,A002
sayad,N306+Pr
sazão,N102
schwa,N104
scott,N304+Pr
seara,N101
sears,N106+Pr
seção,N102
secar,V011
sedal,A308
sedan,N001
sedar,V005
sedém,N008
sedex,N006
segar,V009
seita,N101
seiva,N101
seixa,N101
seixo,N001
selar,V005
selim,N008
selma,N104+Pr
selva,N101
sêmen,N031
senão,ADV
senda,N101
senha,N101
senil,A310S40
senna,N304+Pr
senso,N001
sépia,A306
septo,N001
serão,N002
série,N101
sério,A201S67
serpa,N306+Pr
serpe,N101
serra,N101
serro,N001
sertã,N101
servo,A201
sesta,N101
setor,N003
sevar,V005
sexto,DET05+Num
sezão,N102
sharp,N304+Pr
sheik,N004
shell,N104+Pr
short,N001
shunt,N004
sidra,N101
sifão,N002
sigla,N101
sigma,N001
signa,N101
signo,N001
silas,N006+Pr
sílex,N018
silfo,N001
silha,N101
silva,N101
silvo,N001D026
simão,N306+Pr
símio,A201
simon,N306+Pr
sinai,N004+Pr
sinal,N007D005
sinhô,N205D108
sirga,N101
síria,N104+Pr
sírio,A201
siriú,N101
sisal,N007
sisar,V005
sismo,N001
sítio,N001
skate,N001
slack,N004
slang,N004
slide,N001
smith,N304+Pr
sobra,N101
sobre,N001
socar,V011
sócio,A201
socoí,N001
sodar,V005
sódio,N001
sodré,N304+Pr
sofia,N104+Pr
sofía,N104+Pr
sofrê,N001
sogar,V009
sogro,N201D081
soído,N001
solão,N002
solar,A303
solda,N101
soldo,N001
soles,N006
solfa,A301
sólon,N004+Pr
solto,A201
somar,V005
sonar,N003
sonda,N101
sonho,N001
sonia,N104+Pr
sônia,N104+Pr
sonso,A201D081
sopor,N003
sopro,N001D001
sorar,V005
sorgo,N001
sorna,A301
sóror,N103
sorte,N101D002
sorva,N101
sorvo,N001
sósia,N301
sótão,N001
sousa,N304+Pr
souto,N304+Pr
souza,N304+Pr
sovar,V005
spray,N004
staff,N004
stand,N001
stela,N104+Pr
stern,N304+Pr
still,N001
stolf,N306+Pr
suave,A301
súber,N003
subir,V071
súcia,A101
sudão,N004+Pr
sueco,A201
sueli,N104+Pr
suely,N104+Pr
suevo,A201
suflê,N001
sugar,V009
suíça,N101
suíço,A201
suíno,A201
suíte,N301
sujar,V005
sulco,N001
sulfa,N101
sumir,V071
sunga,N101
super,PFX
supor,V101
supra,PFX
surdo,A201
surfe,N001
surra,N101
surro,N001
surto,A201
susan,N104+Pr
sushi,N001
susto,N001
sutar,V005
sutiã,N001
sutil,A310S02
suxar,V027
swing,N004
taacã,N001
tabak,N306+Pr
tabaz,N003
tabla,A301
taboa,N101
tabua,N101
tábua,N101D055
tacão,A002
tacha,N101D029
tacho,N001
tacto,N001
tadeu,N004+Pr
taful,A007
tainá,N104+Pr
taipa,N101
taiti,N004+Pr
talão,N002D006
talar,A303
talco,N001D037
tales,N006+Pr
talha,N101D029
talhe,N001
talho,N001
tália,N101
tálio,N001
tamis,A003
tampo,N201D081
tande,N004+Pr
tanga,N101
tango,N001
tânia,N104+Pr
tanoa,N101
tantã,A301
tanto,ADV
taoca,N101
tapar,V005
tapir,N003
tarar,V005
tarde,ADV
tardo,A201
tarja,N101
tarro,N001
tarso,N001
tasca,N101D039
tasso,N004+Pr
tátil,A311
tatuí,N104+Pr
tavão,N001
taxar,V005
táxon,N001
tchau,INTERJ
tecar,V011
tecer,V035
tecla,N101
tédio,N001
teerã,N104+Pr
tegão,N002
teima,N101
teína,N101
teipe,N001
telão,N002
telex,N001
telha,N101A01
temer,V006
temor,N003
tempo,N001D026A01
tênar,N003
tenaz,A303S30
tenda,N101D029
tênia,N101
tênis,N006
tenor,A306
tenro,A201
tense,N101
tenso,A201
tenta,N101
tento,N001
tênue,A301
teose,N101
tepor,N218
terça,A101
terçã,A101
terça,N101
terço,DET05+Num
terém,N008
terma,N101
termo,N001
terno,A201
terra,N101D029A01
tesão,N002
tesar,V005
tesla,N001
testa,N101
teste,N001
testo,A201
tetéu,N001
tetra,N004
tetro,A201S19
texas,N004+Pr
texto,N001
thais,N104+Pr
thaís,N104+Pr
thomé,N004+Pr
tiago,N004+Pr
tiara,N101
tibet,N004+Pr
tíbio,A201
tibum,N008
tição,N002D001
ticar,V011
tichy,N306+Pr
ticum,N008
tieta,N104+Pr
tietê,N004+Pr
tiete,N301
tigre,N001
tilar,V005
tília,N101
timão,N002
timbó,N001
timbu,N001
timer,N003
timol,N012
tinta,N101
tinto,A201
tiotê,N001
tique,N001
tirar,V005
tisna,N101
tisne,N001
titio,N201
tiziu,N001
tocar,N004
tocha,N101
tojal,N007
tókio,N104+Pr
tolaz,A303S30
toldo,N001
tomar,V005
tomás,N004+Pr
tomba,N101
tombo,N001
tommy,N004+Pr
tonal,A308
tonar,V005
tonel,N011
tonet,N306+Pr
tonto,A201
tônus,N006
topar,V005
toque,N001D001
torar,V005
tórax,N022
torça,N101
torço,N001
tordo,N001
torga,N306+Pr
torgo,N001
tória,N101
tório,N001
torna,N101
torno,N001
torpe,A301
torre,N101D029
torso,A201
torto,A201
torvo,A201
tosão,N002
tosar,V005
tosco,A201
tosse,N101
tosta,N101
toste,A001
total,A308
totem,N008
touca,N101
touça,N101
touro,N001D026
traça,N101
traço,N001
trado,N001
trago,N001
trair,V082
traje,N001
trajo,N001
trama,N101
trans,PFX
trapa,N101
trapo,A001D026
trato,N001
trava,N101
trave,N101
travo,N001
treco,N001
tredo,A201
trela,N101
trema,N001
trena,N101
trenó,N001
treta,N101
treva,N101
trevo,N001
treze,DET06+Num
tribo,N101
tricô,N001
triga,A101
trigo,A001
trilo,N001
trino,A201
tripa,N101
tripé,N001
troar,V013
troça,N101
troço,N001
troco,N201
troia,N104+Pr
trole,N001
trono,N001
tropa,N101
tropo,N001
trote,N001
trova,N101
truão,N002
truco,N001
trufa,N101
trupe,N101
truta,N101
tsuji,N306+Pr
tsuto,N004+Pr
tucho,N001
tucum,N008
tudor,N304+Pr
tufão,N002
tufar,V005
tulha,N101
túlio,N001
tumba,N301
tumor,N003
tunar,V005
tundá,N001
tunda,N101
túnel,N007
tunis,N306+Pr
tupia,N101
turba,N101
turco,A201
turfa,N101
turfe,N001
turim,N004+Pr
turma,N101D029
turnê,N101
turno,N001
turra,A301
turvo,A201
tutor,N218
tutti,N004
tweed,N004
twist,N004
tyson,N004+Pr
uaçaí,N001
uaimá,N001
uaina,N101
uaipi,N001
uambé,N001
uanda,N101
úbere,A301S22
úbero,A201
uchoa,N304+Pr
ufano,A201
uiara,N101
uivar,V005
ulnal,A308
ultor,A218
ultra,N301
umbro,N001
úmero,N001
úmido,A201
unção,N102
ungir,V063
úngue,N001
úngüe,N001
ungüi,N001
unhar,V005
união,N102
único,A201
unido,A201
untar,V005
urais,N005+Pr
urano,N001
urato,N001
urdir,V007
ureia,N101
uréia,N101
urgir,V063
urias,N004+Pr
úrico,A201
urina,N101
urrar,V005
urubu,A301
urucu,N001
urupá,N004+Pr
urupê,N001
urutu,N301
urzal,N007
usado,A201S03
usina,N101
ustão,N102
usual,A308
usura,N101
útero,N001
uvaia,N101
úvula,N101
vaali,N001
vacal,A308
vacão,N002
vacar,V011
váceo,A201
vaceu,A001
vacum,A307
vácuo,A201
vadeu,A001
vadio,A201
vafro,A201
vagal,A308
vagão,N002
vagar,N004
vagem,N108
vagir,N004
vaiar,V005
valar,A303
valdo,N004+Pr
valer,V046
valia,N101
valim,N306+Pr
valle,N304+Pr
valor,N003
valsa,N101D029
valva,N101
vampe,N101
vanda,N104+Pr
vânia,N104+Pr
vapor,N003
varal,N007
varão,A222
varar,V005
varig,N104+Pr
vário,A201
variz,N103
varja,N101
vasco,N004+Pr
vasto,A201S03
vazão,N102
vazar,V005
vazio,A201
veado,N201D081
vedar,V005
vedor,A218
vegas,N104+Pr
veiar,V005
veiga,N304+Pr
velar,A303
vélez,N306+Pr
velho,A201D081
veloz,A303S30
venal,A308
venda,N101D029
vênia,N101
venta,N101
vento,N001D026
vênus,N106+Pr
verão,N023D132
veras,A105
veraz,A303S30
verba,N101
verbo,N001
verde,A301S03
verga,N101
verme,A301
verne,N306+Pr
verno,A201
verso,A201
verve,N101
vesgo,A201
vespa,N101D029
veste,N101
vetar,V005
vetor,N003
vexar,V005
vezar,V005
vezes,ADV
viana,N304+Pr
viçar,V010
vício,N001
vidal,N306+Pr
vidar,V005
vídeo,N001
vidro,N001D026
viena,N104+Pr
vigar,V009
viger,V036
vigia,N301
vigor,N003
vilão,A243A45
vilar,N306+Pr
vilma,N104+Pr
vinci,N306+Pr
vinco,N001
vinda,A301
vinha,N101
vinho,A306
vinil,N010
vinte,DET06+Num
viola,N101D029
viral,A308
virar,V005
virgo,N001
viril,A310
virna,N104+Pr
vírus,N006
visão,N102
visar,V005
visco,N001
visgo,N001
visio,N306+Pr
visom,N008
visor,N003
vista,A101
visto,PREP
vital,A308
vitor,N004+Pr
vítor,N004+Pr
viúvo,A201D053
vivar,V005
vivaz,A303S30
viver,N004
vocal,A308
vodca,N101
vodka,N101
voejo,N001
vogal,A308
vogar,V009
vôlei,N001
volpe,N306+Pr
volpi,N306+Pr
volta,N101D029
volvo,N306+Pr
vômer,N003
voraz,A303S30
vosso,N001
votar,V005
vozão,N002
vulgo,ADV
vulto,N001
vulva,N101
waldo,N004+Pr
wayne,N306+Pr
weber,N003
weiss,N306+Pr
wheel,N004+Pr
white,N306+Pr
woolf,N306+Pr
world,N001
xacra,N001
xador,N218
xaile,N001
xambá,N001
xampu,N001
xangó,N001
xangô,N001
xaorô,N001
xarda,N101
xarel,N007
xaria,A301
xauim,N008
xaxim,N008
xelim,N008
xelma,N101
xênia,N101
xênio,N001
xênon,N001
xeque,N001
xerém,N008
xerez,N003
xerga,N101
xérox,N001
xerva,N101
xeura,N101
xexéu,N001
xibio,N001
xibiu,N001
xiita,A301
xilol,N007
ximão,N002
xingo,N001
xingu,N004+Pr
xintó,N001
xisto,N001
xuatê,N001
xucro,A201
young,N306+Pr
yunes,N306+Pr
zabro,N001
zacum,N008
zagal,N007
zagão,N002
zagor,N218
zãibo,A201
zaida,N101
zaidi,N001
zaimo,N001
zaine,N001
zaino,A201
zaira,N101
zaire,N004+Pr
zamak,N001
zambi,N001
zambo,A001
zâmia,N101
zanal,N001
zande,A301
zanga,N101
zanin,N306+Pr
zanni,N004
zarco,A201
zavan,N306+Pr
zavar,V005
zebra,N101D029
zefir,N003
zelar,V005
zélia,N104+Pr
zenda,A301
zetti,N004+Pr
zilda,N104+Pr
zílio,N004+Pr
zinco,N001
zinho,N004+Pr
zínia,N101
zinir,V007
zíper,N003
zoina,A301
zonal,A308
zonzo,A201
zorro,A201
zumbi,N001
zunir,V007
zupar,V005
zurro,N001
